Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly,Vehicle_Standard,Type,CO2_Intensity_g_km,Traffic_Score,Distance_Cat,Weight_Cat
TRX-4BA2EA6A,2025-11-23,Bandung Hub,West Josephmouth,Diesel Van (Euro 4),Mixed Route,147.9,14.8,High,55.224,0,Thermal Van,Thermal,373.38742393509125,3,Long-Haul >100km,Medium 5-20kg
TRX-F3025911,2025-04-15,Makassar Port,New Courtney,Diesel Van (Euro 4),Mixed Route,63.4,18.7,High,23.81,0,Thermal Van,Thermal,375.5520504731861,3,Suburban 50-100km,Medium 5-20kg
TRX-070B28E3,2025-04-03,Makassar Port,Teresaside,Diesel Van (Euro 4),Mixed Route,58.7,27.3,High,21.839,0,Thermal Van,Thermal,372.0442930153322,3,Suburban 50-100km,Heavy 20-100kg
TRX-FBF1C655,2025-10-29,Jakarta Fulfillment Center,West Kellymouth,Heavy Truck,Inter-City,463.3,4228.9,Low,399.847,0,Thermal Truck,Thermal,863.0412259874811,1,Long-Haul >100km,
TRX-04CB233C,2025-09-05,Makassar Port,Rossside,Drone Delivery,Urban Last Mile,7.4,17.8,High,0.069,1,Drone,Electric,9.324324324324325,3,Urban <10km,Medium 5-20kg
TRX-4B5FF3C1,2025-10-08,Jakarta Fulfillment Center,Emilymouth,Diesel Van (Euro 4),Mixed Route,119.1,3.1,High,45.171,0,Thermal Van,Thermal,379.2695214105794,3,Long-Haul >100km,Light <5kg
TRX-8EAD2A9A,2025-02-08,Semarang Depot,Kerrside,Drone Delivery,Urban Last Mile,5.4,22.7,Normal,0.05,1,Drone,Electric,9.25925925925926,2,Urban <10km,Heavy 20-100kg
TRX-FFAD8B30,2025-07-22,Bandung Hub,South Michael,Diesel Van (Euro 6),Mixed Route,55.5,15.4,Low,9.168,0,Thermal Van,Thermal,165.1891891891892,1,Suburban 50-100km,Medium 5-20kg
TRX-A9315E46,2025-05-11,Surabaya Warehouse,South Jennifertown,Electric Van (EV),Mixed Route,137.0,21.9,Low,6.826,1,Electric Van,Electric,49.824817518248175,1,Long-Haul >100km,Heavy 20-100kg
TRX-85D7590E,2025-04-16,Semarang Depot,Davidshire,Motorcycle (Courier),Inter-District,16.0,6.3,High,1.899,0,Thermal Scooter,Thermal,118.6875,3,Urban 10-50km,Medium 5-20kg
TRX-3BE89670,2025-09-10,Semarang Depot,Whitakerfort,Diesel Van (Euro 6),Mixed Route,131.2,27.6,High,30.978,0,Thermal Van,Thermal,236.1128048780488,3,Long-Haul >100km,Heavy 20-100kg
TRX-7FFD2F30,2025-11-29,Surabaya Warehouse,Morganton,Motorcycle (Courier),Inter-District,34.1,17.9,High,4.267,0,Thermal Scooter,Thermal,125.13196480938416,3,Urban 10-50km,Medium 5-20kg
TRX-DEC988E4,2025-10-24,Bandung Hub,Lake David,Diesel Van (Euro 6),Mixed Route,71.8,17.2,Low,12.153,0,Thermal Van,Thermal,169.26183844011143,1,Suburban 50-100km,Medium 5-20kg
TRX-4A65260F,2025-11-29,Makassar Port,Markborough,Diesel Van (Euro 6),Mixed Route,70.4,10.2,High,18.742,0,Thermal Van,Thermal,266.2215909090909,3,Suburban 50-100km,Medium 5-20kg
TRX-D1895916,2025-11-06,Jakarta Fulfillment Center,Robertsonstad,Electric Van (EV),Mixed Route,47.3,26.1,High,2.489,1,Electric Van,Electric,52.621564482029605,3,Urban 10-50km,Heavy 20-100kg
TRX-CCEE1C64,2025-02-02,Surabaya Warehouse,New Kayla,Diesel Van (Euro 6),Mixed Route,86.3,8.4,High,23.261,0,Thermal Van,Thermal,269.53650057937426,3,Suburban 50-100km,Medium 5-20kg
TRX-ABD2E8BE,2025-02-09,Surabaya Warehouse,West Teresa,Diesel Van (Euro 6),Mixed Route,88.6,4.1,High,21.195,0,Thermal Van,Thermal,239.2212189616253,3,Suburban 50-100km,Light <5kg
TRX-764C2E4F,2025-07-01,Surabaya Warehouse,New Emily,Heavy Truck,Inter-City,420.6,2305.6,High,490.917,0,Thermal Truck,Thermal,1167.1825962910127,3,Long-Haul >100km,
TRX-8EDA6D80,2025-10-03,Jakarta Fulfillment Center,Christopherchester,Heavy Truck,Inter-City,601.5,3533.5,High,760.233,0,Thermal Truck,Thermal,1263.8952618453866,3,,
TRX-BD8EC1B9,2025-10-06,Surabaya Warehouse,North Anthony,Diesel Van (Euro 4),Mixed Route,105.1,27.7,Low,28.297,0,Thermal Van,Thermal,269.2388201712655,1,Long-Haul >100km,Heavy 20-100kg
TRX-9E5187E3,2026-01-02,Makassar Port,Williamsside,Drone Delivery,Urban Last Mile,9.9,25.3,Severe Congestion,0.117,1,Drone,Electric,11.818181818181818,4,Urban <10km,Heavy 20-100kg
TRX-0A23C759,2025-10-15,Medan Distribution,South Diane,Heavy Truck,Inter-City,246.9,2084.7,Normal,204.966,0,Thermal Truck,Thermal,830.1579586877278,2,Long-Haul >100km,
TRX-C63BB78E,2025-05-15,Surabaya Warehouse,Michaelfort,Diesel Van (Euro 4),Mixed Route,139.2,21.9,Low,33.227,0,Thermal Van,Thermal,238.69971264367817,1,Long-Haul >100km,Heavy 20-100kg
TRX-87D72759,2025-04-12,Jakarta Fulfillment Center,Wareview,Electric Van (EV),Mixed Route,88.2,7.9,High,4.571,1,Electric Van,Electric,51.82539682539682,3,Suburban 50-100km,Medium 5-20kg
TRX-BA029DDE,2025-01-17,Surabaya Warehouse,Andersonfort,Heavy Truck,Inter-City,551.1,2365.8,Low,442.993,0,Thermal Truck,Thermal,803.834149882054,1,,
TRX-E3346A65,2025-11-13,Semarang Depot,Jonmouth,Drone Delivery,Urban Last Mile,13.4,10.5,Normal,0.1,1,Drone,Electric,7.462686567164179,2,Urban 10-50km,Medium 5-20kg
TRX-F57C25B6,2025-03-21,Jakarta Fulfillment Center,Joshuafurt,Drone Delivery,Urban Last Mile,4.1,4.1,Normal,0.021,1,Drone,Electric,5.121951219512195,2,Urban <10km,Light <5kg
TRX-2FD0EF7F,2025-05-01,Surabaya Warehouse,New Brian,Electric Van (EV),Mixed Route,12.5,6.7,Normal,0.615,1,Electric Van,Electric,49.2,2,Urban 10-50km,Medium 5-20kg
TRX-3B831239,2025-06-11,Semarang Depot,Lake Jenniferhaven,Heavy Truck,Inter-City,293.8,3335.8,High,382.489,0,Thermal Truck,Thermal,1301.8686181075561,3,Long-Haul >100km,
TRX-61BDEDD5,2025-09-24,Jakarta Fulfillment Center,Tinaland,Heavy Truck,Inter-City,584.7,2925.3,Normal,524.465,0,Thermal Truck,Thermal,896.9813579613476,2,,
TRX-1A3B83F6,2025-11-30,Jakarta Fulfillment Center,Tracymouth,Diesel Van (Euro 4),Mixed Route,31.8,29.2,Normal,8.937,0,Thermal Van,Thermal,281.0377358490566,2,Urban 10-50km,Heavy 20-100kg
TRX-DBB34431,2025-05-22,Semarang Depot,North Vanessa,Diesel Van (Euro 6),Mixed Route,94.9,5.5,Normal,17.083,0,Thermal Van,Thermal,180.01053740779767,2,Suburban 50-100km,Medium 5-20kg
TRX-70233928,2025-12-04,Surabaya Warehouse,Port Jonathan,Diesel Van (Euro 4),Mixed Route,89.5,21.5,Normal,24.715,0,Thermal Van,Thermal,276.14525139664806,2,Suburban 50-100km,Heavy 20-100kg
TRX-02FA6C1E,2025-12-07,Makassar Port,Mccoyborough,Heavy Truck,Inter-City,491.4,986.3,Normal,399.431,0,Thermal Truck,Thermal,812.8428978428979,2,Long-Haul >100km,Bulk >100kg
TRX-CC8E1707,2025-01-14,Surabaya Warehouse,Allenchester,Motorcycle (Courier),Inter-District,6.6,16.7,Normal,0.669,0,Thermal Scooter,Thermal,101.36363636363637,2,Urban <10km,Medium 5-20kg
TRX-DA62C938,2025-07-19,Medan Distribution,New Jason,Diesel Van (Euro 6),Mixed Route,148.4,27.4,Low,25.223,0,Thermal Van,Thermal,169.96630727762803,1,Long-Haul >100km,Heavy 20-100kg
TRX-6FBE0E9A,2025-12-03,Makassar Port,Kimberlyfort,Cargo Bicycle,Urban Last Mile,5.8,10.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-868B038C,2025-02-25,Medan Distribution,Michaelfurt,Motorcycle (Courier),Inter-District,13.9,26.6,Normal,1.442,0,Thermal Scooter,Thermal,103.7410071942446,2,Urban 10-50km,Heavy 20-100kg
TRX-A26F7B4A,2025-07-28,Surabaya Warehouse,East Catherine,Diesel Van (Euro 4),Mixed Route,100.1,4.4,Severe Congestion,41.469,0,Thermal Van,Thermal,414.2757242757243,4,Long-Haul >100km,Light <5kg
TRX-88F3BEDB,2025-10-03,Semarang Depot,Lake Douglas,Drone Delivery,Urban Last Mile,6.1,25.2,High,0.065,1,Drone,Electric,10.655737704918034,3,Urban <10km,Heavy 20-100kg
TRX-65109313,2025-11-08,Semarang Depot,Port Elizabethton,Diesel Van (Euro 6),Mixed Route,61.5,15.6,Normal,12.443,0,Thermal Van,Thermal,202.3252032520325,2,Suburban 50-100km,Medium 5-20kg
TRX-D6A9EE90,2025-04-21,Makassar Port,Shelleyburgh,Motorcycle (Courier),Inter-District,15.6,17.7,Normal,1.638,0,Thermal Scooter,Thermal,105.0,2,Urban 10-50km,Medium 5-20kg
TRX-B1501C39,2025-02-26,Semarang Depot,Sylviastad,Drone Delivery,Urban Last Mile,1.9,21.8,Normal,0.018,1,Drone,Electric,9.473684210526317,2,Urban <10km,Heavy 20-100kg
TRX-391C5095,2025-02-21,Makassar Port,Jacksonton,Heavy Truck,Inter-City,577.4,3946.3,Low,539.309,0,Thermal Truck,Thermal,934.030135088327,1,,
TRX-32885C9B,2025-10-21,Surabaya Warehouse,Lake Eric,Motorcycle (Courier),Inter-District,26.6,25.7,Low,2.656,0,Thermal Scooter,Thermal,99.84962406015038,1,Urban 10-50km,Heavy 20-100kg
TRX-C0EA7636,2025-09-09,Medan Distribution,Gainestown,Heavy Truck,Inter-City,327.6,1930.7,Normal,301.15,0,Thermal Truck,Thermal,919.2612942612942,2,Long-Haul >100km,
TRX-60A0AB6A,2025-04-29,Surabaya Warehouse,New Michael,Electric Van (EV),Mixed Route,35.4,29.7,Severe Congestion,1.962,1,Electric Van,Electric,55.42372881355932,4,Urban 10-50km,Heavy 20-100kg
TRX-C1F28CB3,2025-08-01,Bandung Hub,South Erinchester,Drone Delivery,Urban Last Mile,4.6,28.5,Severe Congestion,0.059,1,Drone,Electric,12.82608695652174,4,Urban <10km,Heavy 20-100kg
TRX-EFB7A89E,2025-03-04,Medan Distribution,Dustinhaven,Heavy Truck,Inter-City,707.8,3337.4,Severe Congestion,1068.186,0,Thermal Truck,Thermal,1509.1636055382878,4,,
TRX-1DA75F0B,2025-01-18,Medan Distribution,Smithville,Diesel Van (Euro 6),Mixed Route,14.0,7.6,High,3.343,0,Thermal Van,Thermal,238.78571428571428,3,Urban 10-50km,Medium 5-20kg
TRX-0D80E3CC,2025-05-20,Semarang Depot,Marktown,Heavy Truck,Inter-City,698.8,1069.2,High,747.801,0,Thermal Truck,Thermal,1070.1216370921582,3,,
TRX-B4D71493,2025-03-07,Bandung Hub,Port Lisa,Drone Delivery,Urban Last Mile,13.1,23.4,High,0.133,1,Drone,Electric,10.15267175572519,3,Urban 10-50km,Heavy 20-100kg
TRX-D81C22E8,2025-06-16,Makassar Port,Gonzalezburgh,Motorcycle (Courier),Inter-District,9.8,20.5,High,1.303,0,Thermal Scooter,Thermal,132.95918367346937,3,Urban <10km,Heavy 20-100kg
TRX-54102491,2025-04-06,Surabaya Warehouse,Lake Tammy,Electric Van (EV),Mixed Route,149.6,12.1,Normal,7.3,1,Electric Van,Electric,48.79679144385027,2,Long-Haul >100km,Medium 5-20kg
TRX-4EAE0A1A,2025-03-26,Medan Distribution,Ericchester,Cargo Bicycle,Urban Last Mile,8.5,5.0,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Light <5kg
TRX-4A80BDB4,2025-10-10,Medan Distribution,Stevensstad,Cargo Bicycle,Urban Last Mile,14.7,22.0,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban 10-50km,Heavy 20-100kg
TRX-C7985D2B,2025-10-03,Bandung Hub,West Crystal,Drone Delivery,Urban Last Mile,12.4,19.9,Normal,0.11,1,Drone,Electric,8.870967741935484,2,Urban 10-50km,Medium 5-20kg
TRX-EB3E98BA,2025-06-23,Jakarta Fulfillment Center,Davisborough,Drone Delivery,Urban Last Mile,10.3,1.5,High,0.053,1,Drone,Electric,5.1456310679611645,3,Urban 10-50km,Light <5kg
TRX-29523D72,2025-10-17,Surabaya Warehouse,North Katelyn,Drone Delivery,Urban Last Mile,3.5,8.4,Normal,0.023,1,Drone,Electric,6.571428571428571,2,Urban <10km,Medium 5-20kg
TRX-67B26793,2025-05-20,Medan Distribution,North George,Cargo Bicycle,Urban Last Mile,6.0,14.0,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-BD4067FE,2025-09-08,Bandung Hub,Lopezchester,Cargo Bicycle,Urban Last Mile,1.8,6.0,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-B91D832E,2025-01-14,Bandung Hub,Lake Paula,Motorcycle (Courier),Inter-District,27.4,14.9,Normal,2.57,0,Thermal Scooter,Thermal,93.7956204379562,2,Urban 10-50km,Medium 5-20kg
TRX-9ED49402,2025-09-06,Medan Distribution,Justinstad,Diesel Van (Euro 4),Mixed Route,52.1,15.7,High,19.721,0,Thermal Van,Thermal,378.52207293666027,3,Suburban 50-100km,Medium 5-20kg
TRX-425DA3AF,2025-06-06,Medan Distribution,South Abigailview,Diesel Van (Euro 4),Mixed Route,75.2,22.5,High,29.429,0,Thermal Van,Thermal,391.34308510638294,3,Suburban 50-100km,Heavy 20-100kg
TRX-9A7582BF,2025-11-25,Bandung Hub,Tracyberg,Electric Van (EV),Mixed Route,30.4,15.5,Normal,1.515,1,Electric Van,Electric,49.83552631578947,2,Urban 10-50km,Medium 5-20kg
TRX-ADC9D9FA,2025-02-13,Semarang Depot,New Jeffrey,Diesel Van (Euro 4),Mixed Route,18.1,10.9,Severe Congestion,7.561,0,Thermal Van,Thermal,417.7348066298342,4,Urban 10-50km,Medium 5-20kg
TRX-02817D02,2025-05-22,Makassar Port,Bennettshire,Cargo Bicycle,Urban Last Mile,12.4,8.1,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Medium 5-20kg
TRX-2FE95F06,2025-01-21,Jakarta Fulfillment Center,Kariland,Diesel Van (Euro 6),Mixed Route,80.5,26.1,Low,14.662,0,Thermal Van,Thermal,182.13664596273293,1,Suburban 50-100km,Heavy 20-100kg
TRX-B21C7A7A,2025-07-01,Jakarta Fulfillment Center,Reedhaven,Motorcycle (Courier),Inter-District,28.2,6.4,High,3.585,0,Thermal Scooter,Thermal,127.12765957446808,3,Urban 10-50km,Medium 5-20kg
TRX-8DDD7C57,2025-11-17,Bandung Hub,Port Joshuaton,Diesel Van (Euro 6),Mixed Route,41.5,29.1,Normal,7.915,0,Thermal Van,Thermal,190.72289156626505,2,Urban 10-50km,Heavy 20-100kg
TRX-9C019F90,2025-02-03,Bandung Hub,North Allisonmouth,Electric Van (EV),Mixed Route,32.2,29.8,High,1.623,1,Electric Van,Electric,50.40372670807453,3,Urban 10-50km,Heavy 20-100kg
TRX-D33E3E11,2025-08-10,Semarang Depot,South Laurenshire,Cargo Bicycle,Urban Last Mile,6.9,25.8,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Heavy 20-100kg
TRX-E1FC53D1,2025-06-29,Makassar Port,Fernandezberg,Diesel Van (Euro 6),Mixed Route,145.6,19.1,High,38.908,0,Thermal Van,Thermal,267.22527472527474,3,Long-Haul >100km,Medium 5-20kg
TRX-E09109B9,2025-12-17,Semarang Depot,Dennisville,Heavy Truck,Inter-City,524.6,912.9,High,575.941,0,Thermal Truck,Thermal,1097.8669462447579,3,,Bulk >100kg
TRX-26E22296,2025-06-04,Bandung Hub,East Amandaview,Cargo Bicycle,Urban Last Mile,3.7,22.8,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-928E77D1,2025-01-10,Surabaya Warehouse,Lake Tarahaven,Cargo Bicycle,Urban Last Mile,10.5,20.8,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Heavy 20-100kg
TRX-A79FEEFE,2025-02-18,Jakarta Fulfillment Center,Jenniferport,Diesel Van (Euro 6),Mixed Route,38.5,13.3,Normal,6.797,0,Thermal Van,Thermal,176.54545454545453,2,Urban 10-50km,Medium 5-20kg
TRX-E038F54F,2025-07-04,Semarang Depot,West Jennifer,Diesel Van (Euro 4),Mixed Route,86.6,4.8,High,32.217,0,Thermal Van,Thermal,372.02078521939956,3,Suburban 50-100km,Light <5kg
TRX-6CE59BA0,2025-07-04,Makassar Port,South John,Drone Delivery,Urban Last Mile,4.8,22.3,Severe Congestion,0.048,1,Drone,Electric,10.0,4,Urban <10km,Heavy 20-100kg
TRX-199E6FAD,2025-12-03,Semarang Depot,Robertfort,Diesel Van (Euro 4),Mixed Route,76.7,14.1,Normal,20.673,0,Thermal Van,Thermal,269.5306388526727,2,Suburban 50-100km,Medium 5-20kg
TRX-51B09365,2025-04-09,Surabaya Warehouse,South Jacob,Drone Delivery,Urban Last Mile,6.0,29.5,Low,0.071,1,Drone,Electric,11.833333333333334,1,Urban <10km,Heavy 20-100kg
TRX-E2089A4A,2025-02-16,Jakarta Fulfillment Center,Garzafort,Drone Delivery,Urban Last Mile,3.0,7.1,Low,0.02,1,Drone,Electric,6.666666666666667,1,Urban <10km,Medium 5-20kg
TRX-62932EE2,2025-07-27,Surabaya Warehouse,South Soniafurt,Motorcycle (Courier),Inter-District,18.2,19.2,Normal,1.762,0,Thermal Scooter,Thermal,96.81318681318682,2,Urban 10-50km,Medium 5-20kg
TRX-46FD05A8,2025-10-13,Jakarta Fulfillment Center,New Stevenberg,Cargo Bicycle,Urban Last Mile,10.4,10.1,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Medium 5-20kg
TRX-0A825F65,2025-04-27,Surabaya Warehouse,Port Adrienne,Cargo Bicycle,Urban Last Mile,2.1,14.3,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-093F0336,2025-04-16,Medan Distribution,Boyershire,Drone Delivery,Urban Last Mile,12.2,24.7,Normal,0.124,1,Drone,Electric,10.163934426229508,2,Urban 10-50km,Heavy 20-100kg
TRX-9A52F9B8,2025-01-13,Jakarta Fulfillment Center,Carriehaven,Drone Delivery,Urban Last Mile,4.9,1.6,Low,0.026,1,Drone,Electric,5.3061224489795915,1,Urban <10km,Light <5kg
TRX-2AFC664E,2025-03-08,Medan Distribution,New Miguelborough,Diesel Van (Euro 4),Mixed Route,19.8,27.7,Normal,5.914,0,Thermal Van,Thermal,298.68686868686865,2,Urban 10-50km,Heavy 20-100kg
TRX-B07E35E4,2025-08-18,Medan Distribution,New Georgefurt,Diesel Van (Euro 4),Mixed Route,64.1,19.5,High,24.561,0,Thermal Van,Thermal,383.1669266770671,3,Suburban 50-100km,Medium 5-20kg
TRX-A86AECE4,2025-11-12,Medan Distribution,Port Danielchester,Motorcycle (Courier),Inter-District,26.5,16.5,Severe Congestion,4.221,0,Thermal Scooter,Thermal,159.28301886792454,4,Urban 10-50km,Medium 5-20kg
TRX-B76F10C1,2025-06-07,Bandung Hub,East Jamesview,Electric Van (EV),Mixed Route,28.8,3.6,Normal,1.419,1,Electric Van,Electric,49.27083333333333,2,Urban 10-50km,Light <5kg
TRX-42B74FBB,2025-10-21,Jakarta Fulfillment Center,New Joseph,Diesel Van (Euro 6),Mixed Route,84.9,8.0,High,21.805,0,Thermal Van,Thermal,256.831566548881,3,Suburban 50-100km,Medium 5-20kg
TRX-719E481E,2025-05-28,Jakarta Fulfillment Center,West Garyton,Cargo Bicycle,Urban Last Mile,14.6,22.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Heavy 20-100kg
TRX-AFC84CF9,2025-03-28,Medan Distribution,South Andreaton,Diesel Van (Euro 4),Mixed Route,112.5,25.8,Low,27.775,0,Thermal Van,Thermal,246.88888888888889,1,Long-Haul >100km,Heavy 20-100kg
TRX-44EB5138,2025-05-21,Surabaya Warehouse,Randallhaven,Cargo Bicycle,Urban Last Mile,3.1,28.8,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Heavy 20-100kg
TRX-66994FF7,2025-09-04,Bandung Hub,Port Tammyfort,Electric Van (EV),Mixed Route,110.4,14.3,Low,5.679,1,Electric Van,Electric,51.440217391304344,1,Long-Haul >100km,Medium 5-20kg
TRX-B499CDA5,2025-01-21,Bandung Hub,Christopherland,Motorcycle (Courier),Inter-District,13.3,25.9,High,1.808,0,Thermal Scooter,Thermal,135.93984962406014,3,Urban 10-50km,Heavy 20-100kg
TRX-21C418FC,2025-04-21,Surabaya Warehouse,North Justin,Motorcycle (Courier),Inter-District,6.4,7.9,Severe Congestion,1.014,0,Thermal Scooter,Thermal,158.4375,4,Urban <10km,Medium 5-20kg
TRX-1E0B0A0D,2025-09-11,Bandung Hub,South Sandyland,Motorcycle (Courier),Inter-District,11.6,3.9,Normal,1.072,0,Thermal Scooter,Thermal,92.41379310344828,2,Urban 10-50km,Light <5kg
TRX-31137419,2025-12-12,Semarang Depot,New Cynthia,Heavy Truck,Inter-City,367.1,2884.6,Low,307.983,0,Thermal Truck,Thermal,838.9621356578589,1,Long-Haul >100km,
TRX-0923A2D7,2025-08-17,Semarang Depot,South Lori,Diesel Van (Euro 6),Mixed Route,63.9,1.5,Normal,13.035,0,Thermal Van,Thermal,203.9906103286385,2,Suburban 50-100km,Light <5kg
TRX-AF55E585,2025-08-01,Semarang Depot,Jeremyfurt,Drone Delivery,Urban Last Mile,3.0,7.6,High,0.019,1,Drone,Electric,6.333333333333333,3,Urban <10km,Medium 5-20kg
TRX-4131F85B,2025-07-02,Medan Distribution,East Anthonychester,Electric Van (EV),Mixed Route,47.4,13.2,Normal,2.592,1,Electric Van,Electric,54.68354430379747,2,Urban 10-50km,Medium 5-20kg
TRX-3452976A,2025-06-01,Makassar Port,South Emilyburgh,Heavy Truck,Inter-City,118.4,3210.0,Low,93.941,0,Thermal Truck,Thermal,793.4206081081081,1,Long-Haul >100km,
TRX-F8CAED1D,2025-03-10,Medan Distribution,East Angie,Diesel Van (Euro 6),Mixed Route,143.4,4.1,Normal,23.789,0,Thermal Van,Thermal,165.8926080892608,2,Long-Haul >100km,Light <5kg
TRX-48A6913B,2025-07-18,Surabaya Warehouse,Ricardoburgh,Drone Delivery,Urban Last Mile,4.0,2.7,Normal,0.023,1,Drone,Electric,5.75,2,Urban <10km,Light <5kg
TRX-6194A7C2,2025-07-03,Bandung Hub,North Maxwellberg,Motorcycle (Courier),Inter-District,19.2,3.8,High,2.37,0,Thermal Scooter,Thermal,123.4375,3,Urban 10-50km,Light <5kg
TRX-6CE3ED10,2026-01-03,Jakarta Fulfillment Center,Port Lisa,Drone Delivery,Urban Last Mile,14.9,12.3,High,0.122,1,Drone,Electric,8.187919463087248,3,Urban 10-50km,Medium 5-20kg
TRX-6BC0F8E0,2025-12-07,Jakarta Fulfillment Center,Lake Lauren,Diesel Van (Euro 6),Mixed Route,37.5,8.2,Normal,7.108,0,Thermal Van,Thermal,189.54666666666665,2,Urban 10-50km,Medium 5-20kg
TRX-C5328A56,2025-03-12,Bandung Hub,Pierceberg,Heavy Truck,Inter-City,286.5,2184.1,Normal,256.845,0,Thermal Truck,Thermal,896.4921465968588,2,Long-Haul >100km,
TRX-60ECC299,2025-01-03,Surabaya Warehouse,Davisfort,Diesel Van (Euro 6),Mixed Route,141.1,1.6,Low,24.21,0,Thermal Van,Thermal,171.58043940467755,1,Long-Haul >100km,Light <5kg
TRX-A8E749DA,2025-09-04,Makassar Port,Lambertmouth,Drone Delivery,Urban Last Mile,9.8,21.5,Low,0.085,1,Drone,Electric,8.673469387755102,1,Urban <10km,Heavy 20-100kg
TRX-20719554,2025-07-20,Jakarta Fulfillment Center,Christophershire,Motorcycle (Courier),Inter-District,24.2,1.5,Normal,2.341,0,Thermal Scooter,Thermal,96.73553719008265,2,Urban 10-50km,Light <5kg
TRX-E160EF69,2025-01-11,Makassar Port,Johnfurt,Motorcycle (Courier),Inter-District,34.4,15.7,High,4.509,0,Thermal Scooter,Thermal,131.07558139534885,3,Urban 10-50km,Medium 5-20kg
TRX-40DA789F,2025-12-09,Jakarta Fulfillment Center,West Brooke,Drone Delivery,Urban Last Mile,14.5,19.7,High,0.142,1,Drone,Electric,9.793103448275861,3,Urban 10-50km,Medium 5-20kg
TRX-93164478,2025-08-14,Semarang Depot,West Julie,Diesel Van (Euro 4),Mixed Route,50.8,5.5,Severe Congestion,22.972,0,Thermal Van,Thermal,452.20472440944883,4,Suburban 50-100km,Medium 5-20kg
TRX-E9485F66,2025-01-07,Jakarta Fulfillment Center,West Samanthaburgh,Electric Van (EV),Mixed Route,38.6,9.0,High,1.893,1,Electric Van,Electric,49.04145077720207,3,Urban 10-50km,Medium 5-20kg
TRX-AA425146,2025-10-07,Makassar Port,Lawrencebury,Diesel Van (Euro 4),Mixed Route,76.0,8.2,Low,19.271,0,Thermal Van,Thermal,253.56578947368422,1,Suburban 50-100km,Medium 5-20kg
TRX-3346EF1E,2025-09-18,Makassar Port,Christensenburgh,Cargo Bicycle,Urban Last Mile,8.7,16.6,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-46C51EA2,2025-08-26,Medan Distribution,Wilsonberg,Heavy Truck,Inter-City,478.2,2728.7,Low,405.369,0,Thermal Truck,Thermal,847.6976160602259,1,Long-Haul >100km,
TRX-A6575825,2025-01-04,Jakarta Fulfillment Center,Dylanview,Heavy Truck,Inter-City,346.4,2915.4,Severe Congestion,555.305,0,Thermal Truck,Thermal,1603.0744803695152,4,Long-Haul >100km,
TRX-814AB6AA,2025-01-10,Semarang Depot,Franklinberg,Diesel Van (Euro 4),Mixed Route,43.9,0.9,Normal,12.415,0,Thermal Van,Thermal,282.80182232346243,2,Urban 10-50km,Light <5kg
TRX-25ECD0C4,2025-05-31,Semarang Depot,South Brendaville,Heavy Truck,Inter-City,162.6,3536.9,Low,128.48,0,Thermal Truck,Thermal,790.1599015990159,1,Long-Haul >100km,
TRX-04C5E9D0,2025-04-01,Bandung Hub,Scottland,Diesel Van (Euro 6),Mixed Route,43.2,17.0,High,10.342,0,Thermal Van,Thermal,239.39814814814812,3,Urban 10-50km,Medium 5-20kg
TRX-3DB46100,2025-11-27,Medan Distribution,Ashleymouth,Drone Delivery,Urban Last Mile,5.7,8.7,Normal,0.041,1,Drone,Electric,7.192982456140351,2,Urban <10km,Medium 5-20kg
TRX-7142DA7C,2025-10-28,Makassar Port,Lunaport,Cargo Bicycle,Urban Last Mile,3.4,3.2,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Light <5kg
